Name	Length	EffectiveLength	TPM	NumReads
FBgn0052761	71	24.121	0	0
FBgn0267863	274	96.86	0	0
FBgn0052034	74	25.906	0	0
FBgn0262795	735	557.534	0	0
FBgn0261856	450	272.717	1.09047	2
FBgn0051485	73	25.313	0	0
FBgn0267610	864	686.442	0	0
FBgn0262851	1188	1010.14	12.5546	85.288
FBgn0053416	143	62.393	6.86721	2.882
FBgn0267520	357	179.81	4.23794	5.125
FBgn0085765	30	5.286	0	0
FBgn0267424	659	481.567	0	0
FBgn0030116	1305	1127.14	0.131922	1
FBgn0031135	363	185.808	0	0
FBgn0263213	224	48.118	0	0
FBgn0267878	266	88.866	0	0
FBgn0058441	177	22.485	0	0
FBgn0267864	485	307.685	0	0
FBgn0085500	687	509.558	0	0
FBgn0085784	479	301.69	0.002342	0.005
FBgn0262848	1188	1010.14	5.73319	38.948
FBgn0063924	307	129.835	0.000436	0
FBgn0262616	554	376.642	0	0
FBgn0267891	718	540.543	0.000307	0.001
FBgn0053491	369	191.804	0.002905	0.004
FBgn0050374	600	422.616	0	0
FBtr0347034	740	562.532	0	0
FBgn0267898	414	236.757	0.000207	0
FBgn0260469	924.156	746.578	1.0901	5.474
FBgn0267874	253	75.886	0	0
FBgn0030243	4727.4	4549.54	50.6361	1549.29
FBgn0032269	1867	1689.14	0	0
FBgn0266369	2930	2752.14	18.2077	337
FBgn0032596	774.161	596.681	133.572	536
FBgn0033770	715	537.544	0.276618	1
FBgn0259237	2786	2608.14	0	0
FBgn0013685	525	347.656	1.28312	3
FBgn0031021	768	590.525	83.3459	331
FBgn0033491	3329	3151.14	7.57713	160.575
FBgn0051141	961	783.396	0	0
FBgn0284082	778	600.521	0	0
FBgn0036396	1352	1174.14	7.9784	63
FBgn0036641	893.09	715.504	24.3146	117
FBgn0027594	4503.79	4325.93	211.668	6158
FBgn0261954	7915.44	7737.58	59.3426	3088
FBgn0029987	639	461.584	0.644278	2
FBgn0031660	1138.56	960.7	124.75	806
FBgn0038619	935.927	758.348	16.4704	84
FBgn0001341	3680	3502.14	8.74638	206
FBgn0037541	7058.86	6881	30.7832	1424.53
FBgn0016701	1188.06	1010.29	63.2871	430
FBgn0039110	1769.58	1591.72	54.4623	583
FBgn0038839	2837.5	2659.64	0	0
FBgn0264307	3670.07	3492.21	11.5844	272.069
FBgn0263355	3606.78	3428.92	56.1816	1295.56
FBgn0032482	2180.38	2002.51	191.648	2580.99
FBgn0050082	843	665.463	1.11722	5
FBgn0033698	5896	5718.14	20.7252	797
FBgn0032240	530	352.651	133.861	317.472
FBgn0029925	1070	892.138	21.834	131
FBgn0039017	1757	1579.14	7.43877	79
FBgn0259711	908	730.428	11.1964	55
FBgn0051140	6086.38	5908.51	8.40548	334
FBgn0036813	1221	1043.14	52.8843	371
FBgn0004379	2925.86	2748	22.7262	420
FBgn0036158	782	604.516	0	0
FBgn0031816	2033.26	1855.4	7.37301	92
FBgn0034923	1677.1	1499.24	24.1008	243
FBgn0039582	1151	973.138	0	0
FBgn0051635	6283.88	6106.02	12.6731	520.409
FBgn0263117	5200.17	5022.3	0.050074	1.692
FBgn0030259	717	539.543	0	0
FBgn0029858	1993.67	1815.81	12.6669	154.685
FBgn0260745	2901.7	2723.84	253.515	4644
FBgn0015791	1139.46	961.635	134.989	873
FBgn0051453	1588.42	1410.56	52.6022	499
FBgn0025574	2100.73	1922.87	17.5538	227
FBgn0039637	3175.14	2997.28	106.909	2155
FBgn0023095	4761.79	4583.93	1.91385	59
FBgn0014022	1444	1266.14	16.5589	141
FBgn0035134	1243	1065.14	0.279202	2
FBgn0044826	3680.65	3502.79	76.5803	1804
FBgn0030937	1405	1227.14	0	0
FBgn0085213	715	537.544	0	0
FBgn0039875	2420.12	2242.26	69.7628	1052
FBgn0037736	3954.88	3777.02	0.118104	3
FBgn0024732	2153	1975.14	19.4983	259
FBgn0053700	1116	938.138	0	0
FBgn0260747	999.251	821.611	292.281	1615
FBgn0038011	1767	1589.14	0	0
FBgn0066365	2733.69	2555.83	0.058813	1.011
FBgn0039863	5862.02	5684.16	38.3758	1467
FBgn0037721	827.288	649.761	0.915379	4
FBgn0036459	2408	2230.14	0	0
FBgn0038291	1731	1553.14	19.9135	208
FBgn0001114	3261.94	3084.07	1426.25	29582
FBgn0262894	324	146.827	0	0
FBgn0015772	4895.47	4717.61	15.3498	487
FBgn0030873	1723.06	1545.2	89.3012	928.001
FBgn0086675	6950.01	6772.15	0.261193	11.897
FBgn0038223	4226.07	4048.2	13.5904	370
FBgn0027081	2328.73	2150.87	225.025	3255
FBgn0043458	3240.17	3062.31	62.594	1289.1
FBgn0262010	471	293.697	1.51886	3
FBgn0259963	337	159.819	0	0
FBgn0010238	2156	1978.14	93.059	1238
FBgn0034184	3162.68	2984.82	30.6872	616
FBgn0000018	1794	1616.14	22.1734	241
FBgn0032809	910	732.428	1.42111	7
FBgn0036605	513	335.662	0.885976	2
FBgn0052280	1126.54	948.678	33.2285	212
FBgn0000055	1096.33	918.471	0	0
FBgn0033657	3918	3740.14	0.159025	4
FBgn0035421	1684	1506.14	19.2515	195
FBgn0030666	1611.74	1433.88	1.82749	17.623
FBgn0011202	4208.16	4030.3	41.1369	1115
FBgn0050091	1681	1503.14	0	0
FBgn0033260	3386.79	3208.93	37.4408	808
FBgn0283427	8599.13	8421.27	804.187	45545
FBgn0033740	2224.45	2046.58	17.0739	235
FBgn0011725	2792.45	2614.59	32	562.677
FBgn0034377	761	583.526	1.01928	4
FBgn0284248	676.482	499.044	754.729	2533
FBgn0040674	712.5	535.048	0	0
FBgn0036323	1637	1459.14	0	0
FBgn0038260	1973	1795.14	4.05875	49
FBgn0034617	1987	1809.14	10.6848	130
FBgn0262018	7549.5	7371.64	0.040342	2
FBgn0031873	840	662.467	15.9363	71
FBgn0032366	866	688.441	0	0
FBgn0035241	4611.74	4433.88	1.40945	42.028
FBgn0260049	2271.12	2093.26	153.009	2154
FBgn0015558	4278.26	4100.4	0.950525	26.211
FBgn0267875	162	29.418	0	0
FBgn0003870	4240.52	4062.66	40.8458	1116
FBgn0053061	1277.9	1100.04	0.135172	1
FBgn0041181	4928	4750.14	0	0
FBgn0039778	933	755.421	0	0
FBgn0014455	1600.35	1422.48	233.392	2232.75
FBgn0030462	936.667	759.075	0	0
FBgn0051832	762	584.526	0	0
FBgn0000259	1612.63	1434.85	120.523	1163.01
FBgn0261581	717.5	540.046	0	0
FBgn0039271	836	658.469	9.71019	43
FBgn0031463	1194	1016.14	0	0
FBgn0014006	4619.26	4441.4	33.1779	991
FBgn0037150	1456	1278.14	14.3094	123
FBgn0030294	1628	1450.14	16.6112	162
FBgn0036039	2149.68	1971.82	14.5499	192.943
FBgn0029676	2023.42	1845.56	63.1775	784.145
FBgn0037475	1444.5	1266.64	0	0
FBgn0052076	1529	1351.14	27.2927	248
FBgn0058354	1400	1222.14	2.76066	22.69
FBgn0033738	3626.46	3448.6	37.6133	872.35
FBgn0064126	1582.2	1404.34	33.6859	318.147
FBgn0039115	970	792.384	17.9607	95.711
FBgn0010356	2362	2184.14	20.9003	307
FBgn0051100	2434.9	2257.04	0.131761	2
FBgn0263249	318	140.83	0	0
FBgn0039635	1216.05	1038.29	183.453	1281
FBgn0050010	760.654	583.166	5.60951	22
FBgn0034495	1429	1251.14	17.764	149.469
FBgn0005617	3878.48	3700.61	36.5647	910
FBgn0030703	1444.7	1266.84	125.591	1070
FBgn0036574	4109.75	3931.89	17.1667	453.936
FBgn0038742	1418	1240.14	69.0632	576
FBgn0003162	1638.95	1461.09	5.29201	52
FBgn0046999	672	494.561	0.300659	1
FBgn0037345	831	653.471	15.2455	67
FBgn0037050	1519.85	1341.99	11.9665	108
FBgn0029783	1128.26	950.396	8.13566	52
FBgn0261269	3811.66	3633.8	4.50117	110
FBgn0264270	2352.49	2174.62	46.7047	683.047
FBgn0259822	4738.88	4561.02	0.07891	2.42
FBgn0034035	1562	1384.14	26.9643	251
FBgn0039270	868	690.439	14.4292	67
FBgn0031626	1990	1812.14	0	0
FBgn0051324	1968.91	1791.05	47.2656	569.324
FBgn0260858	1469	1291.14	47.4481	412
FBgn0031874	1710.58	1532.71	6.6057	68.09
FBgn0262719	7923.18	7745.32	0.576733	30.041
FBgn0082831	6728.91	6551.04	32.4125	1428
FBgn0259239	3651.66	3473.8	0.342436	8
FBgn0036146	755	577.529	5.92173	23
FBgn0035073	3322	3144.14	14.0685	297.478
FBgn0020371	789	611.503	0	0
FBgn0032845	1558.28	1380.42	6.46301	60
FBgn0283651	4290.88	4113.02	1.5909	44.007
FBgn0267824	2632	2454.14	55.1362	910
FBgn0069973	897.823	720.245	22.503	109
FBgn0036301	1709	1531.14	17.3833	179
FBgn0265048	4744	4566.14	214.079	6574
FBgn0261057	237.5	61.226	0	0
FBgn0052564	1448	1270.14	0.117069	1
FBgn0030797	1165.32	987.681	15.2634	101.385
FBgn0001296	2215.64	2037.77	4.30517	59
FBgn0259972	1093	915.138	0.324966	2
FBgn0053986	871	693.437	0	0
FBgn0032435	2743	2565.14	0.115935	2
FBgn0033905	1169.2	991.338	17.3992	116
FBgn0029539	639.5	462.085	0	0
FBgn0030502	2962.35	2784.48	105.467	1975
FBgn0032554	1230	1052.29	0	0
FBgn0036410	2258.28	2080.42	1.00062	13.999
FBgn0025390	6135.38	5957.52	2.59085	103.804
FBgn0038394	1047	869.138	0.342165	2
FBgn0029715	1083.83	905.971	78.2885	477
FBgn0034911	6361	6183.14	0.192387	8
FBgn0026063	2066	1888.14	0.253359	3.217
FBgn0032375	787.589	610.099	0.243722	1
FBgn0033665	1878	1700.14	12.6817	145
FBgn0085380	3223	3045.14	0	0
FBgn0037493	813	635.49	0	0
FBgn0053701	315	137.831	0	0
FBgn0032189	1259	1081.14	14.5787	106
FBgn0033726	683	505.558	0	0
FBgn0037526	2210.88	2033.02	8.14941	111.423
FBgn0028902	2093.51	1915.65	0.232863	3
FBgn0050289	1164	986.138	0.150784	1
FBgn0038131	1100	922.138	0.023481	0.146
FBgn0004910	1486.27	1308.52	0.113637	1.001
FBgn0037715	1038.49	860.629	24.7067	143
FBgn0038151	1571	1393.14	0	0
FBgn0005391	1583.02	1405.16	0.317461	3
FBgn0265416	5854.08	5676.22	0.131537	5.021
FBgn0033115	1348.68	1170.82	12.065	95
FBgn0029587	2518.51	2340.65	1.79517	28.259
FBgn0034300	5049.31	4871.44	14.804	485
FBgn0265464	2788	2610.14	7.69967	135.158
FBgn0036112	761	583.526	0	0
FBgn0262730	8084.3	7906.44	27.293	1451.24
FBgn0262512	659	481.567	84.2947	273
FBgn0015279	4419.05	4241.18	57.8834	1651
FBgn0039831	2812.72	2634.86	80.9808	1434.98
FBgn0261673	1874.94	1697.08	1.13903	13
FBgn0026570	1233.94	1056.08	47.3083	336
FBgn0031574	3474.16	3296.3	7.39795	164
FBgn0036761	1785.75	1607.89	57.1515	618
FBgn0085385	5875	5697.14	0.010556	0.404
FBgn0027296	2063	1885.13	12.6992	161
FBgn0033259	2863	2685.14	35.8288	647
FBgn0033616	1893	1715.14	11.5305	133
FBgn0030224	1034	856.138	0	0
FBgn0016685	917.221	739.642	338.343	1683
FBgn0003888	2516.6	2338.74	249.519	3924.56
FBgn0025381	2138.65	1960.79	370.432	4884.79
FBgn0052667	368	190.804	2.33791	3
FBgn0031771	1553.94	1376.08	139.069	1287
FBgn0042133	1168	990.138	4.95578	33
FBgn0028546	1069.13	891.272	75.242	451.001
FBgn0037620	1159	981.138	3.03106	20
FBgn0086710	477.148	299.84	3038.95	6128
FBgn0036028	1427	1249.14	9.523	80
FBgn0000046	1655.98	1478.12	1.1232	11.166
FBgn0034568	3383.35	3205.49	0.231937	5
FBgn0035464	2237.86	2060	49.8775	691
FBgn0032331	1716	1538.14	0.773373	8
FBgn0261380	1356	1178.14	27.0092	214
FBgn0039196	1506	1328.14	0	0
FBgn0051683	1875.62	1697.76	4.62712	52.832
FBgn0011754	2731.32	2553.46	22.5188	386.705
FBgn0003250	1349	1171.14	0.126966	1
FBgn0028872	1850.33	1672.47	0	0
FBgn0003975	3463	3285.14	0.26003	5.745
FBgn0040751	379	201.799	19.1579	26
FBgn0039958	2048.03	1870.17	31.9462	401.794
FBgn0034201	1895.03	1717.32	0.231975	2.679
FBgn0032390	851.812	674.269	49.1774	223
FBgn0031144	1994.48	1816.62	42.0721	514
FBgn0037481	943	765.419	20.7864	107
FBgn0033457	1056.78	878.916	20.809	123
FBgn0037974	1270.51	1092.65	28.0009	205.759
FBgn0038033	1754	1576.14	0.139682	1.481
FBgn0029689	2699	2521.14	12.8574	218
FBgn0036784	2074	1896.14	0	0
FBgn0085458	750	572.531	0	0
FBgn0033787	1157.83	979.964	3.94509	26
FBgn0031955	5711.22	5533.35	0.34934	13
FBgn0054011	1090	912.138	0	0
FBgn0051092	3957.91	3780.05	1.53751	39.085
FBgn0003218	5056.05	4878.19	17.8975	587.161
FBgn0029687	2574.61	2396.74	80.4063	1296.04
FBgn0033460	4661.13	4483.26	57.6434	1738
FBgn0039664	1417.69	1239.83	8.28901	69.114
FBgn0037802	1114	936.138	8.10074	51
FBgn0014002	2080.26	1902.4	822.091	10517.9
FBgn0051454	1736	1558.14	0.095431	1
FBgn0046886	1227	1049.14	0	0
FBgn0261060	329	151.824	0	0
FBgn0039349	1858.12	1680.25	22.0353	249.001
FBgn0036230	922.5	744.924	0	0
FBgn0085599	1023	845.138	11.7307	66.674
FBgn0030292	477	299.692	69.4621	140
FBgn0039132	1040.62	862.881	78.5793	456
FBgn0032790	1215	1037.14	12.7599	89
FBgn0029996	2521.83	2343.96	57.4733	905.99
FBgn0264830	262	84.87	0	0
FBgn0083972	706	528.548	1.96928	7
FBgn0052221	1606	1428.14	9.4747	91
FBgn0061209	595	417.619	0.125606	0.353
FBgn0019938	5078	4900.14	34.1077	1124
FBgn0029920	757	579.528	0.256578	1
FBgn0259728	885	707.43	9.529	45.335
FBgn0052732	2189	2011.14	15.2577	206.366
FBgn0030164	1289.75	1111.89	0	0
FBgn0033785	1901.06	1723.2	7.10861	82.381
FBgn0250839	1017.75	840.035	0	0
FBgn0267887	453	275.715	0	0
FBgn0267365	936	758.42	26.0757	133
FBgn0032150	1063.13	885.327	6.2143	37
FBgn0035360	1723.53	1545.67	1.25952	13.093
FBgn0035833	3722	3544.14	17.3274	413
FBgn0034849	777.361	599.88	53.6951	216.623
FBgn0035041	2875.32	2697.45	0.09826	1.783
FBgn0037067	876	698.435	0	0
FBgn0263197	5925.52	5747.66	95.4095	3687.98
FBgn0033724	651.267	473.839	14.749	47
FBgn0265201	476	298.692	1.54818	3.11
FBgn0031690	1768.92	1591.06	0.093456	1
FBgn0035009	576	398.628	0	0
FBgn0052601	967	789.386	0.094184	0.5
FBgn0033996	1961.73	1783.87	18.4215	221
FBgn0034437	2768	2590.14	0.057408	1
FBgn0031247	748	570.531	17.4191	66.836
FBgn0039552	649	471.578	0	0
FBgn0030990	2036.31	1858.44	130.336	1629
FBgn0015925	2004.35	1826.49	31.8313	391
FBgn0029959	1179.58	1001.72	33.6956	227
FBgn0001276	727	549.537	20.8347	77
FBgn0036277	437	259.729	84.7295	148
FBgn0052643	548	370.644	0	0
FBgn0263782	3818	3640.14	12.7896	313.098
FBgn0035695	4208	4030.14	0.33206	9
FBgn0034138	627.086	449.684	3303.66	9991
FBgn0035997	3195.73	3017.87	30.7946	625
FBgn0028541	2464.71	2286.84	71.8488	1105
FBgn0053666	666	488.562	0	0
FBgn0051860	2260.5	2082.64	0	0
FBgn0035312	1183	1005.14	26.118	176.551
FBgn0036236	1075	897.138	0.000296	0.002
FBgn0259735	6472.93	6295.07	177.671	7521.82
FBgn0037094	3105.97	2928.11	49.5629	976
FBgn0051953	715	537.544	0.260972	0.943
FBgn0029523	2309	2131.14	0.894095	12.814
FBgn0035374	1144	966.138	56.7913	369
FBgn0034514	440	262.726	0	0
FBgn0038934	4896.2	4718.33	0.15757	5
FBgn0036360	2534	2356.14	0.063109	1
FBgn0014465	1978.24	1800.41	0.412945	5
FBgn0038471	1102	924.138	23.8133	148
FBgn0038047	1623	1445.14	4.93885	48
FBgn0064237	1495	1317.14	0	0
FBgn0032036	2418.89	2241.03	392.797	5920
FBgn0038207	740	562.532	0.52866	2
FBgn0259821	4377.35	4199.48	2.83262	80
FBgn0032084	1511.65	1333.78	2.22966	20
FBgn0014427	1176	998.138	11.1729	75
FBgn0031257	2624.79	2446.93	57.3648	944
FBgn0041094	2291.05	2113.19	101.328	1440.03
FBgn0033988	2216	2038.14	40.5731	556.132
FBgn0001986	3585	3407.14	43.6856	1001
FBgn0032078	1998.85	1820.99	219.899	2693
FBgn0038551	1645	1467.14	31.8239	314
FBgn0000808	2015.55	1837.69	7.04608	87.081
FBgn0036895	3746	3568.14	0.083346	2
FBgn0266455	280	102.855	0	0
FBgn0031575	2698.31	2520.44	12.33	209
FBgn0033880	1145	967.138	4.30491	28
FBgn0051661	1341	1163.14	0	0
FBgn0283476	12442	12264.1	0.08487	7
FBgn0032882	1961	1783.14	38.6273	463.218
FBgn0025700	893.113	715.536	109.931	529
FBgn0039811	514	336.661	0	0
FBgn0086447	414.805	237.568	34.4246	54.999
FBgn0000463	4766.97	4589.11	0.131865	4.071
FBgn0034748	1924	1746.14	16.9461	199
FBgn0042138	1247.02	1069.16	102.638	738
FBgn0017556	1210.6	1032.73	9.4e-05	0
FBgn0267423	640	462.584	0	0
FBgn0052843	3276.48	3098.62	0.047987	1
FBgn0250827	860	682.443	0.217885	1
FBgn0023536	2345	2167.14	3.91095	57
FBgn0263236	3152.74	2974.88	1.14962	23
FBgn0039379	1894	1716.14	33.7914	390
FBgn0263842	318	140.83	0	0
FBgn0259676	1753	1575.14	26.4322	280
FBgn0050005	887	709.429	36.977	176.419
FBgn0036842	2790.1	2612.24	38.8209	682
FBgn0026718	1573.23	1395.37	3.83626	36
FBgn0034061	656	478.568	37.2848	120
FBgn0038877	2124	1946.14	54.2848	710.489
FBgn0262588	777	599.521	18.8497	76
FBgn0264979	1349.69	1171.83	15.2269	120
FBgn0010772	3248.88	3071.02	35.8782	741.001
FBgn0034127	2103	1925.14	1.08133	14
FBgn0261850	2797	2619.14	22.3683	394
FBgn0037853	1642	1464.14	91.1987	898
FBgn0038851	978	800.375	3.15827	17
FBgn0083942	556	378.641	0	0
FBgn0004915	1414.37	1236.51	32.9715	274.184
FBgn0265630	6021.01	5843.15	33.0056	1297
FBgn0034870	870	692.438	0	0
FBgn0036483	4066.02	3888.16	9.71368	254
FBgn0026869	6356.82	6178.95	41.8468	1738.93
FBgn0051404	981	803.374	0	0
FBgn0050446	2303	2125.14	0.489785	7
FBgn0033020	668.937	491.499	1.21013	4
FBgn0036450	2644	2466.14	40.2766	668
FBgn0085479	1472	1294.14	0.574492	5
FBgn0037045	1081	903.138	7.57352	46
FBgn0030114	2681.33	2503.47	52.7431	888.001
FBgn0046685	2895	2717.14	45.2025	826
FBgn0031951	1191.99	1014.13	31.3516	213.825
FBgn0030310	737.946	560.467	326.59	1231
FBgn0032251	1047.4	869.538	11.9703	70
FBgn0036009	1497	1319.14	0	0
FBgn0039266	1631.85	1453.99	49.8037	486.999
FBgn0034194	1754.13	1576.27	25.8472	274
FBgn0004554	569.5	392.132	0	0
FBgn0003360	1637.97	1460.11	400.737	3935.05
FBgn0030320	3587.48	3409.62	20.4968	470
FBgn0261639	849	671.458	10.1608	45.883
FBgn0030812	4539.56	4361.7	53.6932	1575
FBgn0052091	2967	2789.14	1.66352	31.203
FBgn0039183	3126.82	2948.96	29.4972	585
FBgn0000299	5701.11	5523.25	816.85	30341.9
FBgn0004892	2611	2433.14	0.061112	1
FBgn0038602	615	437.61	0.339787	1
FBgn0037260	1785	1607.14	0.675454	7.301
FBgn0052668	2676	2498.14	0.535698	9
FBgn0001250	5711.33	5533.47	0.779281	29.001
FBgn0036795	1548	1370.14	0	0
FBgn0015321	1154.06	976.199	60.4709	397.001
FBgn0030202	348	170.814	0	0
FBgn0030244	982.636	804.912	0.554201	3
FBgn0039501	2472	2294.14	6.93519	107
FBgn0038127	935	757.421	0	0
FBgn0003129	2566	2388.14	0	0
FBgn0033100	554.869	377.508	30.7229	78
FBgn0030832	708	530.548	0	0
FBgn0264738	1067	889.138	0	0
FBgn0036302	2080.26	1902.4	82.0696	1050
FBgn0011205	2009	1831.14	59.274	729.946
FBgn0028700	1279.03	1101.17	35.0421	259.507
FBgn0039927	3428.5	3250.64	7.18592	157.092
FBgn0038079	782.991	605.496	0.736722	3
FBgn0040066	1672.11	1494.25	62.2978	626.038
FBgn0030833	3819.88	3642.02	4.57267	112
FBgn0036656	1409.81	1231.96	0.717643	5.946
FBgn0053531	4276.65	4098.79	0.217666	6
FBgn0033982	2804.78	2626.92	0.516981	9.133
FBgn0085237	380	202.798	0	0
FBgn0052086	1523.55	1345.68	0.110497	1
FBgn0284247	12278.7	12100.8	0.024576	2
FBgn0039434	1030	852.138	0	0
FBgn0051933	2076	1898.14	0	0
FBgn0038830	670	492.562	20.2259	67
FBgn0035294	1682	1504.14	85.8757	868.688
FBgn0040793	417	239.753	401.268	647
FBgn0014179	2032.52	1854.66	0.080173	1
FBgn0031145	841.529	664.031	265.405	1185.23
FBgn0033234	2014.89	1837.03	1.81928	22.476
FBgn0040343	743.5	566.023	0	0
FBgn0050491	1259.34	1081.47	3.90754	28.42
FBgn0034420	3262.72	3084.85	147.737	3065
FBgn0054008	715	537.544	3.31941	12
FBgn0037297	1596	1418.13	20.0267	191
FBgn0031725	2661.5	2483.64	0	0
FBgn0039307	1248	1070.14	0	0
FBgn0035435	1103	925.138	10.7687	67
FBgn0013810	12202	12024.1	3.28944	266
FBgn0003963	4649.11	4471.25	81.1771	2441
FBgn0030494	858	680.445	0.43705	2
FBgn0039055	3473	3295.14	30.7304	681
FBgn0040308	1047.28	869.417	64.1354	375
FBgn0039620	2274	2096.14	1.48968	21
FBgn0015765	1460.83	1282.97	17.2689	148.999
FBgn0031270	687.157	509.713	3.50066	12
FBgn0029795	1465.29	1287.43	2.07895	18
FBgn0030049	4134.79	3956.92	76.8477	2045.01
FBgn0052702	11349	11171.1	6.22935	468
FBgn0032938	3296.74	3118.88	44.386	930.999
FBgn0037760	4690.73	4512.86	49.8188	1512
FBgn0259832	474	296.694	15.5363	31
FBgn0020440	4593.82	4415.95	17.5431	521
FBgn0004590	639	461.584	0	0
FBgn0024941	4479.45	4301.59	0.069134	2
FBgn0035084	1250.65	1072.79	17.3359	125.074
FBgn0038752	2194	2016.14	0.073752	1
FBgn0051643	2890	2712.14	0	0
FBgn0030746	3803.68	3625.82	1.35532	33.048
FBgn0015714	1558.47	1380.61	81.8403	759.875
FBgn0037506	1426	1248.14	0.595664	5
FBgn0266977	516	338.66	0	0
FBgn0035077	1165	987.138	0.532268	3.534
FBgn0053109	1025	847.138	0.175525	1
FBgn0002933	523	345.656	0	0
FBgn0085331	825	647.477	0	0
FBgn0261584	1719.99	1542.13	13.499	140
FBgn0033362	2137.03	1959.17	8.9558	118
FBgn0030575	1368.07	1190.21	3.24821	26
FBgn0015572	1749	1571.14	0.283923	3
FBgn0013276	2375	2197.14	8.78206	129.766
FBgn0032613	2123	1945.14	24.0799	315
FBgn0036225	1146	968.138	0	0
FBgn0052208	514	336.661	0.010171	0.023
FBgn0017567	819	641.48	157.159	678
FBgn0014388	3447.15	3269.28	802.394	17641.9
FBgn0046763	1934	1756.14	113.629	1342
FBgn0037061	627	449.598	20.8358	63
FBgn0030941	2416.13	2238.27	69.7543	1050
FBgn0029809	1433	1255.14	0.118468	1
FBgn0053120	2301	2123.14	1.12056	16
FBgn0015614	1282.23	1104.37	85.0369	631.576
FBgn0033498	1268	1090.14	0.136399	1
FBgn0022224	396	218.784	21.0689	31
FBgn0033729	794.5	616.894	0	0
FBgn0260453	2030.18	1852.31	0.16055	2
FBgn0039160	1362	1184.14	70.3842	560.51
FBgn0032750	1371	1193.14	7.6021	61
FBgn0262738	7041.83	6863.97	20.8825	963.966
FBgn0033979	1769.47	1591.61	0.840815	9
FBgn0032651	1360	1182.14	0	0
FBgn0050376	941	763.42	0	0
FBgn0039495	1455	1277.14	0.582139	5
FBgn0041105	2454	2276.14	0.130655	2
FBgn0283627	1560	1382.14	0	0
