Name	Length	EffectiveLength	TPM	NumReads
FBgn0036459	2408	2237.01	0	0
FBgn0038291	1731	1560.01	16.4743	215
FBgn0001114	3261.49	3090.5	1251.04	32345
FBgn0262894	324	153.562	0	0
FBgn0015772	4885.7	4714.71	13.7645	542.903
FBgn0030873	1720.91	1549.92	88.1517	1143
FBgn0086675	7282.8	7111.81	0.145497	8.656
FBgn0038223	4283.11	4112.12	8.97336	308.693
FBgn0027081	2318.97	2147.98	207.033	3720.28
FBgn0043458	3248.03	3077.03	53.198	1369.41
FBgn0262010	471	300.468	0.397828	1
FBgn0259963	337	166.557	0	0
FBgn0010238	2156	1985.01	74.0691	1230
FBgn0034184	3164.31	2993.32	26.9953	676
FBgn0000018	1794	1623.01	21.6531	294
FBgn0032809	910	739.229	0.970211	6
FBgn0036605	513	342.439	0.349068	1
FBgn0052280	1132.85	961.856	29.0803	233.999
FBgn0000055	1170.84	999.847	0.559178	4.678
FBgn0033657	3918	3747.01	0.095704	3
FBgn0035421	1684	1513.01	16.433	208
FBgn0030666	1623.18	1452.19	1.57338	19.114
FBgn0011202	4185.56	4014.57	32.0084	1075
FBgn0050091	1681	1510.01	0	0
FBgn0033260	3377.32	3206.32	30.5704	820
FBgn0283427	8581.12	8410.12	602.639	42400
FBgn0033740	2222.26	2051.26	17.7152	304
FBgn0011725	2808.24	2637.24	25.1911	555.782
FBgn0034377	761	590.321	0	0
FBgn0284248	680.99	510.347	784.41	3349
FBgn0040674	982	811.171	0.203506	1.381
FBgn0036323	1637	1466.01	0	0
FBgn0038260	1973	1802.01	3.05137	46
FBgn0034617	1987	1816.01	7.83291	119
FBgn0262018	7549.51	7378.52	0.032401	2
FBgn0031873	840	669.266	19.6466	110
FBgn0032366	866	695.237	0	0
FBgn0035241	4514.67	4343.68	0.963173	35
FBgn0260049	2268.62	2097.63	132.378	2323
FBgn0015558	4364.76	4193.77	0.884025	31.014
FBgn0267875	162	11.296	0	0
FBgn0003870	4255.57	4084.58	32.2791	1103
FBgn0053061	1278	1107.01	0	0
FBgn0041181	4928	4757.01	0.050256	2
FBgn0039778	933	762.228	0	0
FBgn0014455	1599.83	1428.84	221.175	2643.78
FBgn0030462	934.86	764.073	0.312889	2
FBgn0051832	762	591.321	0.202148	1
FBgn0000259	1484.76	1313.85	119.722	1315.91
FBgn0261581	717.5	546.836	0	0
FBgn0039271	836	665.268	10.4214	58
FBgn0031463	1194	1023.01	0	0
FBgn0014006	4634.08	4463.09	25.2831	944
FBgn0037150	1456	1285.01	13.1162	141
FBgn0030294	1628	1457.01	15.0136	183
FBgn0036039	1967.45	1796.46	13.3744	201
FBgn0029676	2021.93	1850.94	49.4972	766.441
FBgn0037475	1444.5	1273.51	0	0
FBgn0052076	1529	1358.01	25.9665	295
FBgn0058354	1400	1229.01	3.29626	33.891
FBgn0033738	3625.06	3454.07	28.6891	829
FBgn0064126	1583.12	1412.12	34.5914	408.645
FBgn0039115	970	799.186	16.2148	108.409
FBgn0010356	2362	2191.01	16.6399	305
FBgn0051100	2578	2407.01	0.099322	2
FBgn0263249	318	147.564	0	0
FBgn0039635	1187.38	1016.46	178.751	1520
FBgn0050010	742.664	571.988	3.55268	17
FBgn0034495	1429	1258.01	15.2473	160.466
FBgn0005617	3840.62	3669.63	30.0007	921
FBgn0030703	1449.6	1278.6	117.982	1262
FBgn0036574	4083.08	3912.09	16.2841	532.939
FBgn0038742	1418	1247.01	69.88	729
FBgn0003162	1643.36	1472.36	4.70877	58
FBgn0046999	672	501.36	0	0
FBgn0037345	831	660.27	13.759	76
FBgn0037050	1522.97	1351.98	9.1067	103
FBgn0029783	1118.66	947.662	10.5954	84
FBgn0261269	3725.82	3554.82	3.83337	114
FBgn0264270	2303.66	2132.66	34.4814	615.196
FBgn0259822	4848.85	4677.86	0.104659	4.096
FBgn0034035	1562	1391.01	28.0145	326
FBgn0039270	868	697.237	13.0295	76
FBgn0031626	1990	1819.01	0	0
FBgn0051324	1972.06	1801.07	37.8673	570.561
FBgn0260858	1469	1298.01	47.9794	521
FBgn0031874	1706.61	1535.62	7.40306	95.104
FBgn0262719	7923.31	7752.32	0.354642	23
FBgn0082831	6728.68	6557.69	24.7431	1357.41
FBgn0259239	3209.5	3038.5	0.07868	2
FBgn0036146	755	584.324	3.88681	19
FBgn0035073	3322	3151.01	11.2289	296
FBgn0020371	789	618.301	0	0
FBgn0032845	1537.62	1366.63	8.48427	97
FBgn0283651	4381.66	4210.66	1.19247	42.005
FBgn0267824	2632	2461.01	45.0743	928
FBgn0069973	901.819	731.041	18.9675	116.001
FBgn0036301	1709	1538.01	18.6529	240
FBgn0265048	4744	4573.01	184.595	7062
FBgn0261057	237.5	67.127	0	0
FBgn0052564	1448	1277.01	0	0
FBgn0030797	1019.46	848.671	14.8084	105.137
FBgn0001296	2198.19	2027.19	2.94828	50
FBgn0259972	1093	922.006	0.005085	0.039
FBgn0053986	871	700.234	0	0
FBgn0032435	2743	2572.01	0.09295	2
FBgn0033905	1172.71	1001.71	15.9902	134
FBgn0029539	639.5	468.873	0	0
FBgn0030502	2958.49	2787.49	77.7888	1814
FBgn0032554	1230	1059.11	0	0
FBgn0036410	2248	2077	0.460412	8
FBgn0025390	6226.55	6055.56	2.33187	118.132
FBgn0038394	1047	876.006	0.691589	5.068
FBgn0029715	1081.99	910.992	61.5392	469
FBgn0034911	6361	6190.01	0.096555	5
FBgn0026063	2066	1895.01	0.609696	9.666
FBgn0032375	787.609	616.914	0.193762	1
FBgn0033665	1878	1707.01	11.2742	161
FBgn0085380	3223	3052.01	0	0
FBgn0037493	813	642.285	0	0
FBgn0053701	315	144.565	0	0
FBgn0032189	1259	1088.01	14.5023	132
FBgn0033726	683	512.355	0	0
FBgn0037526	2110.27	1939.27	7.45431	120.935
FBgn0028902	2094.43	1923.44	0.124293	2
FBgn0050289	1164	993.006	0.120377	1
FBgn0038131	1100	929.006	0.016685	0.13
FBgn0004910	2001.39	1830.45	0.130606	2
FBgn0037715	1039.62	868.622	26.2843	190.999
FBgn0038151	1571	1400.01	0	0
FBgn0005391	1584.5	1413.51	0	0
FBgn0265416	5009.34	4838.34	0.168822	6.833
FBgn0033115	1324.22	1153.23	11.92	115
FBgn0029587	2609.5	2438.51	1.37374	28.024
FBgn0034300	5047.13	4876.14	11.8649	484
FBgn0265464	2788	2617.01	4.47626	98
FBgn0036112	761	590.321	0	0
FBgn0262730	7948.76	7777.77	19.8932	1294.39
FBgn0262512	659	488.362	76.3671	312
FBgn0015279	4403.83	4232.84	49.8715	1766
FBgn0039831	2802.99	2632	62.7882	1382.52
FBgn0261673	1943.33	1772.33	0.539559	8.002
FBgn0026570	1233.92	1062.93	38.1232	339
FBgn0031574	3462.01	3291.01	6.39259	176
FBgn0036761	1779.57	1608.58	49.5653	667
FBgn0085385	4898.56	4727.57	0.033192	1.312
FBgn0027296	2019.53	1848.53	8.60039	133
FBgn0033259	2863	2692.01	31.1713	702
FBgn0033616	1893	1722.01	10.343	149
FBgn0030224	1034	863.006	0.13851	1
FBgn0016685	914.921	744.149	303.274	1888
FBgn0003888	2516.71	2345.72	213.29	4185.56
FBgn0025381	2152.59	1981.6	319.329	5293.7
FBgn0052667	368	197.544	1.21021	2
FBgn0031771	1554.67	1383.68	133.903	1550
FBgn0042133	1168	997.006	6.35436	53
FBgn0028546	1070.68	899.681	79.5851	599
FBgn0037620	1159	988.006	1.45183	12
FBgn0086710	477.314	306.779	3454.99	8867.04
FBgn0036028	1427	1256.01	8.94602	94
FBgn0000046	1697.29	1526.3	1.07399	13.713
FBgn0034568	3415.98	3244.98	0.184184	5
FBgn0035464	2239.67	2068.68	42.5861	737
FBgn0032331	1716	1545.01	0.232105	3
FBgn0261380	1356	1185.01	23.2007	230
FBgn0039196	1506	1335.01	0	0
FBgn0051683	1896.45	1725.45	1.65745	23.925
FBgn0011754	2676.49	2505.5	19.4175	406.999
FBgn0003250	1349	1178.01	0.202944	2
FBgn0028872	1850.33	1679.34	0	0
FBgn0003975	3463	3292.01	0.072621	2
FBgn0040751	379	208.539	18.3424	32
FBgn0039958	2029.85	1858.86	28.6018	444.779
FBgn0034201	1441.5	1270.74	0	0
FBgn0032390	847.212	676.471	51.774	293
FBgn0031144	1981.51	1810.52	33.6713	510
FBgn0037481	943	772.223	18.1108	117
FBgn0033457	1055.69	884.701	23.7799	176
FBgn0037974	1216.97	1045.97	27.3086	238.961
FBgn0038033	1754	1583.01	0	0
FBgn0029689	2699	2528.01	11.1118	235
FBgn0036784	2074	1903.01	0	0
FBgn0085458	750	579.324	0	0
FBgn0033787	1141.53	970.532	5.29605	43
FBgn0031955	5710.36	5539.37	0.366845	17
FBgn0054011	1090	919.006	0	0
FBgn0051092	3924.62	3753.63	1.17147	36.786
FBgn0003218	4989.69	4818.7	14.5115	584.989
FBgn0029687	2573.54	2402.55	64.6399	1299.21
FBgn0033460	4650.94	4479.94	46.0534	1726
FBgn0039664	1385.4	1214.41	7.2398	73.552
FBgn0037802	1114	943.006	7.09851	56
FBgn0014002	2080.55	1909.56	748.269	11953.6
FBgn0051454	1736	1565.01	0.152759	2
FBgn0046886	1227	1056.01	0	0
FBgn0261060	329	158.56	0	0
FBgn0039349	1861.11	1690.11	21.0056	296.999
FBgn0036230	922.5	751.728	0	0
FBgn0085599	1023	852.006	8.38146	59.74
FBgn0030292	477	306.465	56.9463	146
FBgn0039132	1022.61	851.725	55.857	397.999
FBgn0032790	1215	1044.01	12.9381	113
FBgn0029996	2535.55	2364.56	48.3283	956
FBgn0264830	262	91.599	0	0
FBgn0083972	706	535.349	3.12597	14
FBgn0052221	1606	1435.01	9.24619	111
FBgn0061209	595	424.401	0.112219	0.398
FBgn0019938	5078	4907.01	30.0846	1235
FBgn0029920	757	586.322	0.003204	0.016
FBgn0259728	885	714.231	6.04955	36.147
FBgn0052732	2189	2018.01	13.0256	219.901
FBgn0030164	1289.75	1118.76	0	0
FBgn0033785	1902.04	1731.05	6.28386	91
FBgn0250839	1099	928.006	0.128808	1
FBgn0267887	453	282.473	0.000139	0
FBgn0267365	936	765.228	19.9946	128
FBgn0032150	1070.45	899.493	5.71432	43
FBgn0035360	1685.81	1514.82	1.65711	21
FBgn0035833	3722	3551.01	13.8015	410
FBgn0034849	774.583	603.899	48.6278	245.672
FBgn0035041	2875.31	2704.31	0.088402	2
FBgn0037067	876	705.234	0.169496	1
FBgn0263197	5998.28	5827.29	68.2259	3326
FBgn0033724	654.147	483.508	20.0251	81
FBgn0265201	476	305.465	0.832815	2.128
FBgn0031690	1705.32	1534.32	0.54535	6.999
FBgn0035009	576	405.403	0	0
FBgn0052601	967	796.192	0.481418	3.207
FBgn0033996	1959.16	1788.17	16.8456	251.999
FBgn0034437	2768	2597.01	0.046028	1
FBgn0031247	748	577.324	20.2434	97.771
FBgn0039552	649	478.367	0	0
FBgn0030990	2067.85	1896.85	116.771	1853
FBgn0015925	2001.29	1830.29	27.9523	428
FBgn0029959	1181.57	1010.58	32.8828	278
FBgn0001276	727	556.336	24.7089	115
FBgn0036277	437	266.481	99.1333	221
FBgn0052643	548	377.414	0.31672	1
FBgn0263782	3818	3647.01	10.3572	316
FBgn0035695	4220.15	4049.15	0.177126	6
FBgn0034138	627.191	456.574	3900.67	14899
FBgn0035997	3199.8	3028.8	22.9692	582
FBgn0028541	2464.54	2293.55	60.7694	1166
FBgn0053666	666	495.361	0	0
FBgn0051860	2260.5	2089.51	0	0
FBgn0035312	1183	1012.01	24.7613	209.635
FBgn0036236	1075	904.006	0.133116	1.007
FBgn0259735	6368.75	6197.76	119.187	6179.75
FBgn0037094	3104.46	2933.47	41.7673	1025
FBgn0051953	715	544.341	0.469008	2.136
FBgn0029523	2309	2138.01	0.731406	13.082
FBgn0035374	1144	973.006	59.0913	481
FBgn0034514	440	269.479	0	0
FBgn0038934	4894.07	4723.07	0.152633	6.031
FBgn0036360	2534	2363.01	0.050586	1
FBgn0014465	2092.01	1921.01	0.374387	6.016
FBgn0038471	1102	931.006	24.1379	188
FBgn0038047	1623	1452.01	2.88133	35
FBgn0064237	1495	1324.01	0	0
FBgn0032036	2397.04	2226.05	343.722	6401
FBgn0038207	740	569.327	0.209958	1
FBgn0259821	4508.12	4337.12	1.81901	66
FBgn0032084	1448.05	1277.06	1.12322	12
FBgn0014427	1176	1005.01	13.9159	117
FBgn0031257	2621.85	2450.86	45.456	932
FBgn0041094	2278.37	2107.37	75.3173	1327.83
FBgn0033988	2216	2045.01	29.869	511
FBgn0001986	3585	3414.01	37.814	1080
FBgn0032078	1997.25	1826.25	194.266	2968
FBgn0038551	1645	1474.01	29.1942	360
FBgn0000808	1991.61	1820.62	7.41913	113.001
FBgn0036895	3746	3575.01	0.033436	1
FBgn0266455	280	109.587	0	0
FBgn0031575	2764.04	2593.05	10.8792	236
FBgn0033880	1145	974.006	4.04992	33
FBgn0051661	1341	1170.01	0	0
FBgn0283476	12442	12271	0.068189	7
FBgn0032882	1961	1790.01	32.9089	492.804
FBgn0025700	891.32	720.548	118.946	717
FBgn0039811	514	343.439	0	0
FBgn0086447	407.052	236.559	31.2791	61.902
FBgn0000463	4337.71	4166.71	0.057376	2.001
FBgn0034748	1924	1753.01	17.8654	262
FBgn0042138	1245.66	1074.67	96.5471	868
FBgn0017556	1210.81	1039.82	0.000124	0.002
FBgn0267423	640	469.372	0	0
FBgn0052843	3276.5	3105.51	0	0
FBgn0250827	860	689.24	0	0
FBgn0023536	2345	2174.01	3.07908	56
FBgn0263236	3130.34	2959.35	1.13098	27.999
FBgn0039379	1894	1723.01	33.3003	480
FBgn0263842	318	147.564	0	0
FBgn0259676	1753	1582.01	24.2544	321
FBgn0050005	887	716.23	30.2991	181.547
FBgn0036842	2803.98	2632.98	32.8234	723
FBgn0026718	1558.37	1387.38	5.08336	59
FBgn0034061	656	485.364	39.4045	160
FBgn0038877	2124	1953.01	52.977	865.559
FBgn0262588	777	606.315	18.3349	93
FBgn0264979	1362.53	1191.54	14.2454	142
FBgn0010772	3248.4	3077.41	31.8898	821
FBgn0034127	2103	1932.01	1.4849	24
FBgn0261850	2797	2626.01	20.1196	442
FBgn0037853	1642	1471.01	81.3417	1001
FBgn0038851	978	807.175	2.22135	15
FBgn0083942	556	385.411	0	0
FBgn0004915	1413.11	1242.11	38.4171	399.201
FBgn0265630	6017.04	5846.04	25.2522	1235
FBgn0034870	870	699.235	0.170951	1
FBgn0036483	4064.45	3893.45	7.46045	243
FBgn0026869	6323.13	6152.14	28.8937	1487.08
FBgn0051404	981	810.173	0.147542	1
FBgn0050446	2303	2132.01	0.3364	6
FBgn0033020	669.5	498.861	0	0
FBgn0036450	2644	2473.01	36.0585	746
FBgn0085479	1472	1301.01	0.091879	1
FBgn0037045	1081	910.006	8.14406	62
FBgn0030114	2710.06	2539.06	42.7	907.001
FBgn0046685	2895	2724.01	40.6347	926
FBgn0031951	1147.9	976.908	30.803	251.74
FBgn0030310	738.968	568.29	371.041	1764
FBgn0032251	1034.69	863.699	10.6567	77
FBgn0036009	1497	1326.01	0	0
FBgn0039266	1512.14	1341.15	47.6839	535
FBgn0034194	1755.47	1584.47	22.9341	304
FBgn0004554	562.123	391.532	0.3053	1
FBgn0003360	1636.94	1465.95	388.417	4763.45
FBgn0030320	3584.51	3413.52	16.6686	476
FBgn0261639	849	678.254	9.62813	54.631
FBgn0030812	4531.44	4360.44	40.4623	1476
FBgn0052091	2967	2796.01	1.02605	24
FBgn0039183	3121.65	2950.66	28.4794	703
FBgn0000299	5697.87	5526.88	620.026	28667.9
FBgn0004892	2611	2440.01	0.048989	1
FBgn0038602	615	444.395	0	0
FBgn0037260	1785	1614.01	0.814669	11
FBgn0052668	2676	2505.01	0.763493	16
FBgn0001250	5721.51	5550.52	0.732216	34.001
FBgn0036795	1548	1377.01	0	0
FBgn0015321	1154.37	983.38	50.8099	418.001
FBgn0030202	348	177.553	0	0
FBgn0030244	983.337	812.443	0.29426	2
FBgn0039501	2472	2301.01	6.44166	124
FBgn0038127	935	764.228	0	0
FBgn0003129	2566	2395.01	0.09982	2
FBgn0033100	561.157	390.564	37.3388	122
FBgn0030832	708	537.347	0	0
FBgn0264738	1067	896.006	0	0
FBgn0036302	2190.6	2019.61	62.4423	1055
FBgn0011205	1974.24	1803.25	53.5667	808.086
FBgn0028700	1278.45	1107.46	35.1752	325.889
FBgn0039927	3417.09	3246.09	5.01158	136.094
FBgn0038079	719.667	548.998	0	0
FBgn0040066	1648.82	1477.82	57.0289	705.056
FBgn0030833	3916.49	3745.49	3.73397	117
FBgn0036656	1395.72	1224.75	1.25763	12.886
FBgn0053531	4324.94	4153.94	0.316538	10.999
FBgn0033982	2977.19	2806.2	0.511083	11.998
FBgn0085237	380	209.538	0	0
FBgn0052086	1524	1353.01	0	0
FBgn0284247	12280.5	12109.5	0	0
FBgn0039434	1030	859.006	0	0
FBgn0051933	2076	1905.01	0	0
FBgn0038830	670	499.36	19.3907	81.006
FBgn0035294	1682	1511.01	73.2332	925.722
FBgn0040793	417	246.497	448.078	924
FBgn0014179	2042	1871.01	0	0
FBgn0031145	835.66	664.965	272.39	1515.29
FBgn0033234	2141.06	1970.07	0.994518	16.391
FBgn0040343	531.46	360.892	0.662439	2
FBgn0050491	1168.31	997.317	2.55218	21.294
FBgn0034420	3273.29	3102.29	119.369	3098
FBgn0054008	715	544.341	4.6422	21.14
FBgn0037297	1605.67	1434.67	19.4132	233
FBgn0031725	2661.5	2490.51	0	0
FBgn0039307	1248	1077.01	0	0
FBgn0035435	1103	932.006	7.69531	60
FBgn0013810	12202	12031	2.94092	296
FBgn0003963	4652.62	4481.63	65.2667	2447
FBgn0030494	858	687.243	0.521801	3
FBgn0039055	3473	3302.01	28.4175	785
FBgn0040308	1034.16	863.163	65.7801	475
FBgn0039620	2274	2103.01	1.59152	28
FBgn0015765	1458.4	1287.41	16.9913	183
FBgn0031270	744.483	573.811	4.58297	22
FBgn0029795	1636.09	1465.1	0.897469	11
FBgn0030049	4141.11	3970.12	60.5183	2010
FBgn0052702	11349	11178	4.92981	461
FBgn0032938	3265.54	3094.55	37.8549	980
FBgn0037760	4596.8	4425.8	36.0565	1335
FBgn0259832	474	303.466	9.84744	25
FBgn0020440	4593.19	4422.2	13.245	489.999
FBgn0004590	639	468.372	0	0
FBgn0024941	3667.24	3496.25	0.034189	1
FBgn0035084	1324.35	1153.36	13.188	127.248
FBgn0038752	2194	2023.01	0	0
FBgn0051643	2938	2767.01	7.9e-05	0.002
FBgn0030746	3764.07	3593.07	0.864969	26
FBgn0015714	1551.7	1380.7	81.928	946.323
FBgn0037506	1426	1255.01	0.476231	5
FBgn0266977	516	345.438	0	0
FBgn0035077	1165	994.006	0.064448	0.536
FBgn0053109	1025	854.006	0.139969	1
FBgn0002933	523	352.431	0	0
FBgn0085331	825	654.274	0	0
FBgn0261584	1711.24	1540.25	11.7963	152
FBgn0033362	2061.41	1890.42	7.77752	123
FBgn0030575	1383.74	1212.75	3.44977	35
FBgn0015572	1749	1578.01	0.454503	6
FBgn0013276	2375	2204.01	8.12469	149.805
FBgn0032613	2123	1952.01	20.2694	331
FBgn0036225	1146	975.006	0	0
FBgn0052208	514	343.439	0.009051	0.026
FBgn0017567	819	648.279	160.97	873
FBgn0014388	3434.86	3263.86	589.144	16086.4
FBgn0046763	1934	1763.01	101.16	1492
FBgn0037061	627	456.384	23.5681	89.983
FBgn0030941	2416.31	2245.31	55.2072	1037
FBgn0029809	1433	1262.01	0	0
FBgn0053120	2301	2130.01	1.23463	22
FBgn0015614	1239.86	1068.87	78.6244	703.053
FBgn0033498	1268	1097.01	0.217929	2
FBgn0022224	396	225.52	37.1027	70
FBgn0033729	794.5	623.713	0	0
FBgn0260453	1765.8	1594.8	0.299811	4
FBgn0039160	1362	1191.01	62.3937	621.672
FBgn0032750	1371	1200.01	7.47088	75
FBgn0262738	7053.77	6882.78	15.1991	875.163
FBgn0033979	1732.93	1561.94	0.612239	8
FBgn0032651	1360	1189.01	0	0
FBgn0050376	941	770.224	0	0
FBgn0039495	1455	1284.01	0.37238	4
FBgn0041105	2454	2283.01	0.104717	2
