Name	Length	EffectiveLength	TPM	NumReads
FBgn0265464	2788	2614.44	6.56607	132
FBgn0036112	761	587.688	0	0
FBgn0262730	8145.15	7971.59	28.1877	1727.8
FBgn0262512	659	485.721	96.6562	361
FBgn0015279	4403.2	4229.63	58.5736	1905
FBgn0039831	2857.64	2684.08	65.2453	1346.59
FBgn0261673	1877.65	1704.09	6.94479	91
FBgn0026570	1229.08	1055.52	50.0229	406
FBgn0031574	3470.8	3297.24	6.66571	169
FBgn0036761	1791.92	1618.36	52.153	649
FBgn0085385	5875	5701.44	0.011579	0.508
FBgn0027296	1984.17	1810.61	10.774	150
FBgn0033259	2863	2689.44	30.7543	636
FBgn0033616	1893	1719.44	9.75694	129
FBgn0030224	1034	860.436	0	0
FBgn0016685	917.097	743.708	349.909	2001
FBgn0003888	2516.76	2343.19	355.258	6400.91
FBgn0025381	2139.73	1966.17	359.65	5437.4
FBgn0052667	368	194.917	1.33441	2
FBgn0031771	1555.08	1381.52	114.936	1220.97
FBgn0042133	1168	994.436	4.57721	35
FBgn0028546	1069.15	895.588	86.8366	598
FBgn0037620	1159	985.436	2.50747	19
FBgn0086710	477.181	304.006	2912.38	6808.02
FBgn0036028	1427	1253.44	10.4792	101
FBgn0000046	1667.14	1493.58	2.28151	26.203
FBgn0034568	3382.28	3208.72	0.283711	7
FBgn0035464	2240	2066.43	53.8089	855
FBgn0032331	1716	1542.44	0.168629	2
FBgn0261380	1356	1182.44	21.777	198
FBgn0039196	1506	1332.44	0	0
FBgn0051683	1870.67	1697.11	3.45952	45.145
FBgn0011754	2845.36	2671.8	25.3327	520.446
FBgn0003250	1349	1175.44	0.11064	1
FBgn0028872	1850.33	1676.77	0	0
FBgn0003975	3463	3289.44	0.276749	7
FBgn0040751	379	205.912	27.1579	43
FBgn0039958	2052.47	1878.9	32.4129	468.289
FBgn0034201	1441.5	1268.14	0	0
FBgn0032390	844.71	671.35	60.4388	312
FBgn0031144	1998.74	1825.18	38.833	545
FBgn0037481	943	769.611	21.9676	130
FBgn0033457	1055.75	882.19	25.2083	171
FBgn0037974	1199.12	1025.56	19.5119	153.868
FBgn0038033	1754	1580.44	0.099108	1.204
FBgn0029689	2699	2525.44	12.565	244
FBgn0036784	2074	1900.44	0	0
FBgn0085458	750	576.692	0	0
FBgn0033787	1096.75	923.188	5.77569	41
FBgn0031955	5713.38	5539.82	0.070426	3
FBgn0054011	1090	916.436	0	0
FBgn0051092	4034.04	3860.48	7.19848	213.684
FBgn0003218	5102.65	4929.08	16.5693	627.999
FBgn0029687	2574.53	2400.97	77.3545	1428.11
FBgn0033460	4649.03	4475.47	52.7991	1817
FBgn0039664	1359.25	1185.68	9.64743	87.957
FBgn0037802	1114	940.436	6.91434	50
FBgn0014002	2080.21	1906.65	908.759	13323.2
FBgn0051454	1736	1562.44	0.499412	6
FBgn0046886	1227	1053.44	0	0
FBgn0261060	329	155.934	0	0
FBgn0039349	1860.54	1686.97	20.1978	262
FBgn0036230	922.5	749.113	0	0
FBgn0085599	1023	849.436	8.22281	53.708
FBgn0030292	477	303.825	67.6306	158
FBgn0039132	1012.51	839.03	62.0001	400
FBgn0032790	1215	1041.44	14.4856	116
FBgn0029996	2543.53	2369.96	37.4269	682.049
FBgn0264830	262	88.979	0	0
FBgn0083972	706	532.709	2.68542	11
FBgn0052221	1606	1432.44	11.7118	129
FBgn0061209	595	421.771	0.100485	0.326
FBgn0019938	5078	4904.44	30.786	1161
FBgn0029920	757	583.691	0	0
FBgn0259728	885	711.619	9.73423	53.265
FBgn0052732	2189	2015.44	16.6152	257.493
FBgn0030164	1289.75	1116.19	0	0
FBgn0033785	1900.55	1726.99	9.22872	122.553
FBgn0250839	1211	1037.44	0.125357	1
FBgn0267887	453	279.843	0.000167	0
FBgn0267365	936	762.612	28.6494	168
FBgn0032150	1013.95	840.488	4.95141	32
FBgn0035360	1715.04	1541.48	1.18114	14
FBgn0035833	3722	3548.44	15.9427	435
FBgn0034849	776.553	603.234	62.0086	287.625
FBgn0035041	2875.18	2701.61	0.278759	5.791
FBgn0037067	876	702.621	0	0
FBgn0263197	5846.11	5672.55	77.0103	3359.05
FBgn0033724	638.571	465.305	43.6011	156
FBgn0265201	476	302.826	0.916767	2.135
FBgn0031690	1727.79	1554.22	0.418375	5
FBgn0035009	576	402.778	0	0
FBgn0052601	967	793.592	0.236355	1.442
FBgn0033996	1959.05	1785.48	18.0636	248
FBgn0034437	2768	2594.44	0	0
FBgn0031247	748	574.693	24.195	106.918
FBgn0039552	649	475.724	0	0
FBgn0030990	2067.98	1894.41	108.191	1576
FBgn0015925	2001.76	1828.2	34.4296	484
FBgn0029959	1161.68	988.112	29.8765	227
FBgn0001276	727	553.701	25.3664	108
FBgn0036277	437	263.852	125.687	255
FBgn0052643	548	374.786	0	0
FBgn0263782	3818	3644.44	12.2931	344.494
FBgn0035695	4354.47	4180.91	0.124422	4
FBgn0034138	627.265	454.006	3625.31	12656
FBgn0035997	3213.19	3039.62	23.5317	550
FBgn0028541	2464.41	2290.85	68.5205	1207
FBgn0053666	666	492.72	0	0
FBgn0051860	2260.5	2086.94	0	0
FBgn0035312	1183	1009.44	15.6604	121.554
FBgn0036236	1075	901.436	0.000377	0.003
FBgn0259735	6470.8	6297.24	135.619	6566.9
FBgn0037094	3109.12	2935.56	43.327	977.999
FBgn0051953	715	541.706	0.798065	3.324
FBgn0029523	2309	2135.44	1.51344	24.851
FBgn0035374	1144	970.436	68.8821	514
FBgn0034514	440	266.85	0	0
FBgn0038934	4898.35	4724.78	0.110149	4.002
FBgn0036360	2534	2360.44	0.110191	2
FBgn0014465	1564.11	1390.64	0.187035	2
FBgn0038471	1102	928.436	22.5519	161
FBgn0038047	1623	1449.44	3.40953	38
FBgn0064237	1495	1321.44	0	0
FBgn0032036	2396.91	2223.35	261.287	4467
FBgn0038207	740	566.697	0.229488	1
FBgn0259821	4494.01	4320.45	5.38808	179
FBgn0032084	1464.43	1290.87	2.61939	26
FBgn0014427	1176	1002.44	12.0652	93
FBgn0031257	2624.08	2450.51	60.6595	1143
FBgn0041094	2297.98	2124.42	68.8071	1123.99
FBgn0033988	2216	2042.44	33.3651	524
FBgn0001986	3585	3411.44	39.6085	1039
FBgn0032078	1989.4	1815.83	291.421	4069
FBgn0038551	1645	1471.44	27.929	316
FBgn0000808	2015.71	1842.15	6.70669	95.001
FBgn0036895	3746	3572.44	0.036404	1
FBgn0266455	280	106.963	0	0
FBgn0031575	2306.34	2132.77	15.4574	253.496
FBgn0033880	1145	971.436	4.01621	30
FBgn0051661	1341	1167.44	0	0
FBgn0283476	12442	12268.4	0.042401	4
FBgn0032882	1961	1787.44	44.2603	608.324
FBgn0025700	891.934	718.55	155.108	857
FBgn0039811	514	340.805	0	0
FBgn0086447	409.461	236.335	37.9529	68.971
FBgn0000463	4625.69	4452.13	0.058963	2.018
FBgn0034748	1924	1750.44	18.5699	249.946
FBgn0042138	1245.21	1071.65	89.5602	737.999
FBgn0017556	1210.78	1037.22	0.000118	0
FBgn0267423	640	466.73	0	0
FBgn0052843	3276.48	3102.92	0.041912	1
FBgn0250827	860	686.625	0.757618	4
FBgn0023536	2345	2171.44	4.37206	73
FBgn0263236	3130.76	2957.2	1.18739	27
FBgn0039379	1894	1720.44	41.6508	551
FBgn0263842	318	144.939	0	0
FBgn0259676	1753	1579.44	23.5491	286
FBgn0050005	887	713.619	32.4828	178.242
FBgn0036842	2795.87	2622.31	38.2863	772
FBgn0026718	1522.83	1349.26	5.39761	56
FBgn0034061	656	482.722	48.4937	180
FBgn0038877	2124	1950.44	31.787	476.729
FBgn0262588	777	603.679	15.5109	72
FBgn0264979	1362.63	1189.07	12.2496	112
FBgn0010772	3250.3	3076.73	30.0954	712
FBgn0034127	2103	1929.44	0.741433	11
FBgn0261850	2797	2623.44	24.9349	503
FBgn0037853	1642	1468.44	90.7776	1025
FBgn0038851	978	804.579	3.0711	19
FBgn0083942	556	382.785	0	0
FBgn0004915	1412.95	1239.39	43.251	412.186
FBgn0265630	6016.58	5843.02	27.6213	1241
FBgn0034870	870	696.623	0	0
FBgn0036483	4136.63	3963.07	8.17105	249
FBgn0026869	6298.84	6125.28	32.8103	1545.35
FBgn0051404	981	807.575	0.161037	1
FBgn0050446	2303	2129.44	0.183217	3
FBgn0033020	669.474	496.194	0.262095	1
FBgn0036450	2644	2470.44	42.4825	807
FBgn0085479	1472	1298.44	0.400635	4
FBgn0037045	1081	907.436	7.59573	53
FBgn0030114	2666.59	2493.02	35.1596	674
FBgn0046685	2895	2721.44	52.1836	1092
FBgn0031951	1167.76	994.196	32.0969	245.372
FBgn0030310	739.458	566.148	388.899	1693
FBgn0032251	1051.01	877.448	8.74461	59
FBgn0036009	1497	1323.44	0	0
FBgn0039266	1549.38	1375.82	56.9043	602.001
FBgn0034194	1755.12	1581.55	26.8068	326
FBgn0004554	569.5	396.279	0	0
FBgn0003360	1729.7	1556.14	48.1106	575.677
FBgn0030320	3582.19	3408.62	21.2895	557.999
FBgn0261639	849	675.635	7.44956	38.702
FBgn0030812	4535.33	4361.77	46.5921	1562.66
FBgn0052091	2967	2793.44	1.62944	35
FBgn0039183	3117.24	2943.68	31.4116	711
FBgn0000299	5696.9	5523.34	1253.11	53221
FBgn0004892	2611	2437.44	0	0
FBgn0038602	615	441.76	0	0
FBgn0037260	1785	1611.44	0.565468	7.007
FBgn0052668	2676	2502.44	0.831509	16
FBgn0001250	5715.55	5541.99	0.684055	29.151
FBgn0036795	1548	1374.44	0	0
FBgn0015321	1149.38	975.82	64.9036	487
FBgn0030202	348	174.925	0	0
FBgn0030244	980.299	806.831	1.12974	7.009
FBgn0039501	2472	2298.44	6.90299	122
FBgn0038127	935	761.613	0	0
FBgn0003129	2566	2392.44	0.054508	1.003
FBgn0033100	557.634	384.415	41.6116	123
FBgn0030832	708	534.709	0	0
FBgn0264738	1067	893.436	0	0
FBgn0036302	2246.5	2072.94	62.8625	1002
FBgn0011205	1927.75	1754.19	57.94	781.529
FBgn0028700	1278.66	1105.09	35.1599	298.77
FBgn0039927	3402.85	3229.29	7.25517	180.154
FBgn0038079	719.667	546.372	0	0
FBgn0040066	1666.61	1493.04	51.6526	593
FBgn0030833	3848.53	3674.97	4.4235	125
FBgn0036656	1325.43	1151.91	1.70477	15.1
FBgn0053531	4554.17	4380.6	0.059376	2
FBgn0033982	2550.18	2376.61	0.50039	9.144
FBgn0085237	380	206.911	0	0
FBgn0052086	1524	1350.44	0	0
FBgn0284247	12278.7	12105.2	0.010744	1
FBgn0039434	1030	856.436	0.15185	1
FBgn0051933	2076	1902.44	0	0
FBgn0038830	670	496.72	18.5917	71.01
FBgn0035294	1682	1508.44	76.1382	883.12
FBgn0040793	417	243.867	524.215	983
FBgn0014179	2042	1868.44	0	0
FBgn0031145	851.08	677.752	265.05	1381.3
FBgn0033234	1996.27	1822.71	0.717716	10.06
FBgn0040343	583.677	410.445	0.316852	1
FBgn0050491	1109.38	935.814	4.19291	30.172
FBgn0034420	3234.75	3061.19	127.408	2999
FBgn0054008	715	541.706	7.71558	32.138
FBgn0037297	1606.7	1433.14	18.4212	203
FBgn0031725	2661.5	2487.94	0	0
FBgn0039307	1248	1074.44	0.12104	1
FBgn0035435	1103	929.436	8.81517	63
FBgn0013810	12202	12028.4	4.13013	382
FBgn0003963	4713.76	4540.19	89.0333	3108.26
FBgn0030494	858	684.626	0	0
FBgn0039055	3473	3299.44	30.7443	780
FBgn0040308	1038.43	864.868	89.7706	597
FBgn0039620	2274	2100.44	0.99065	16
FBgn0015765	1455.92	1282.35	16.5306	163
FBgn0031270	714.476	541.18	3.84493	16
FBgn0029795	1583.12	1409.55	1.47621	16
FBgn0030049	4139.51	3965.95	61.3892	1872.1
FBgn0052702	11349	11175.4	6.40041	550
FBgn0032938	3660.24	3486.68	45.6168	1223
FBgn0037760	4632.15	4458.58	35.5563	1219
FBgn0259832	474	300.829	14.3888	33.284
FBgn0020440	4594.04	4420.48	14.8852	505.956
FBgn0004590	639	465.731	0	0
FBgn0024941	3532.13	3358.56	0.120595	3.115
FBgn0035084	1417.2	1243.64	7.76855	74.289
FBgn0038752	2194	2020.44	0	0
FBgn0051643	2889.28	2715.71	0.047999	1.002
FBgn0030746	3804.38	3630.81	0.788004	22
FBgn0015714	1560.45	1386.89	61.684	657.815
FBgn0037506	1426	1252.44	0.311513	3
FBgn0266977	516	342.804	0	0
FBgn0035077	1165	991.436	0.135634	1.034
FBgn0053109	1025	851.436	0	0
FBgn0002933	523	349.798	0	0
FBgn0085331	825	651.657	0	0
FBgn0261584	1761.11	1587.55	3.44059	42
FBgn0033362	2036.73	1863.17	5.23503	74.999
FBgn0030575	1375.48	1201.92	5.73471	53
FBgn0015572	1749	1575.44	1.23823	15
FBgn0013276	2375	2201.44	12.1285	205.306
FBgn0032613	2123	1949.44	19.0128	285
FBgn0036225	1146	972.436	0	0
FBgn0052208	514	340.805	0.017716	0.046
FBgn0017567	819	645.659	157.109	780
FBgn0014388	3426.89	3253.32	570.167	14263.3
FBgn0046763	1934	1760.44	86.8754	1176
FBgn0037061	627	453.742	27.8018	97
FBgn0030941	2416.31	2242.75	58.3927	1007
FBgn0029809	1433	1259.44	0	0
FBgn0053120	2301	2127.44	1.8339	30
FBgn0015614	1219.78	1046.21	88.4492	711.549
FBgn0033498	1268	1094.44	0.118828	1
FBgn0022224	396	222.89	52.5123	90
FBgn0033729	794.5	621.113	0	0
FBgn0260453	2030.45	1856.89	0.140073	2
FBgn0039160	1362	1188.44	66.3306	606.149
FBgn0032750	1371	1197.44	9.4488	87
FBgn0262738	7028.16	6854.6	18.0999	954
FBgn0033979	1742.76	1569.2	0.663014	8
FBgn0032651	1360	1186.44	0	0
FBgn0050376	941	767.612	0	0
FBgn0039495	1455	1281.44	0	0
